node	type
"bare lymphocyte syndrome, type ii, complementation group e"	disease
bare lymphocyte syndrome 2	disease
severe dengue	disease
dengue shock syndrome	disease
congenital cleft larynx and opitz-frias syndrome	disease
"opitz gbbb syndrome, x-linked"	disease
"cataract 15, multiple types"	disease
combined oxidative phosphorylation deficiency 31	disease
"albinism, oculocutaneous"	disease
"albinism, tyrosinase-negative"	disease
"albinism, tyrosinase-positive"	disease
"albinism, yellow-mutant"	disease
tietz syndrome	disease
"albinism, ocular, with late-onset sensorineural deafness (disorder)"	disease
"waardenburg syndrome, type iia"	disease
"albinism, ocular, with sensorineural deafness (disorder)"	disease
"waardenburg syndrome, type iie"	disease
"melanoma, cutaneous malignant, susceptibility to, 8"	disease
"coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness"	disease
clear cell papillary renal cell carcinoma	disease
machado-joseph disease	disease
machado-joseph disease type i	disease
machado-joseph disease type ii	disease
machado-joseph disease type iii	disease
machado-joseph disease type iv	disease
hereditary non-polyposis colon cancer type 2	disease
cornelia de lange syndrome	disease
acute undifferentiated leukemia	disease
acute bilineal leukemia	disease
undifferentiated type acute leukemia	disease
"acute myeloid leukemia, 11q23 abnormalities"	disease
growth deficiency and mental retardation with facial dysmorphism	disease
"hypertension, early-onset, autosomal dominant, with severe exacerbation in pregnancy"	disease
"night blindness, congenital stationary, type 1c"	disease
muckle-wells syndrome	disease
familial cold urticaria	disease
"chronic infantile neurological, cutaneous, and articular syndrome"	disease
cryopyrin-associated periodic syndromes	disease
spinocerebellar ataxia 43	disease
aneurysm	disease
fusiform aneurysm	disease
saccular aneurysm	disease
bone neoplasms	disease
kienbock disease	disease
mandibular diseases	disease
maxillary diseases	disease
avascular necrosis of bone	disease
nose neoplasms	disease
bone necrosis	disease
malignant bone neoplasm	disease
aseptic necrosis of bone	disease
cancer of nose	disease
torg-winchester syndrome	disease
cerebral edema	disease
stable angina	disease
metaphyseal anadysplasia	disease
vasogenic cerebral edema	disease
cytotoxic cerebral edema	disease
vasogenic brain edema	disease
cytotoxic brain edema	disease
brain edema	disease
metaphyseal anadysplasia 2	disease
metaphyseal chondrodysplasia spahr type	disease
"spondyloepimetaphyseal dysplasia, missouri type"	disease
metaphyseal anadysplasia 1	disease
winchester syndrome (disorder)	disease
cavitary optic disc anomalies	disease
methylmalonate semialdehyde dehydrogenase deficiency	disease
familial meningioma	disease
combined molybdoflavoprotein enzyme deficiency	disease
"molybdenum cofactor deficiency, complementation group a"	disease
"molybdenum cofactor deficiency, complementation group b"	disease
narcolepsy 7	disease
congenital disorder of glycosylation type 1b	disease
congenital amegakaryocytic thrombocytopenia	disease
thrombocythemia 2	disease
myeloperoxidase deficiency	disease
cochlear diseases	disease
"electron transport chain deficiencies, mitochondrial"	disease
oxidative phosphorylation deficiencies	disease
mitochondrial respiratory chain deficiencies	disease
navajo neurohepatopathy	disease
navajo familial neurogenic arthropathy	disease
"charcot-marie-tooth disease, dominant intermediate d"	disease
"charcot-marie-tooth disease, type 2j"	disease
"charcot-marie-tooth disease, type 2i"	disease
ataxia-telangiectasia-like disorder	disease
"ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia"	disease
nijmegen breakage syndrome-like disorder	disease
ataxia-telangiectasisa-like disorder 1	disease
"colorectal cancer, hereditary nonpolyposis, type 1"	disease
familial adenomatous polyposis 4	disease
"prostate cancer, hereditary, 13"	disease
immunodeficiency 50	disease
"nasopharyngeal carcinoma, susceptibility to, 3"	disease
hypodontia and nail dysgenesis	disease
hypoplastic enamel-onycholysis-hypohidrosis syndrome	disease
orofacial cleft 5	disease
"tooth agenesis, selective, with orofacial cleft"	disease
hypodontia oligodontia with orofacial cleft	disease
nonsyndromic deafness	disease
"craniosynostosis, type 2"	disease
parietal foramina with cleidocranial dysplasia	disease
parietal foramina	disease
parietal foramina 1	disease
recurrent depressive disorder	disease
nevus	disease
diaphyseal medullary stenosis with bone malignancy	disease
diaphyseal medullary stenosis with malignant fibrous histiocytoma	disease
neuropathy ataxia and retinis pigmentosa	disease
"ataxia and polyneuropathy, adult-onset"	disease
"striatonigral degeneration, infantile, mitochondrial"	disease
"cardiomyopathy, infantile hypertrophic"	disease
maternally inherited leigh syndrome	disease
"mitochondrial complex v (atp synthase) deficiency, mitochondrial type 1"	disease
seizures and lactic acidosis	disease
"myopathy, lactic acidosis, and sideroblastic anemia 3"	disease
"mitochondrial myopathy, lactic acidosis, and sideroblastic anemia 3 (1 patient)"	disease
"deafness, aminoglycoside-induced"	disease
"deafness, sensorineural, autosomal-mitochondrial type"	disease
genetic recurrent myoglobinuria	disease
histiocytoid cardiomyopathy	disease
"neural tube defect, folate-sensitive"	disease
"spina bifida, folate-sensitive"	disease
spina bifida aperta of cervical spine	disease
anencephaly	disease
"hearing loss, sudden"	disease
meningomyelocele	disease
thyrotoxicosis	disease
myelocele	disease
microvascular angina	disease
cervical intraepithelial neoplasia	disease
hemicephaly	disease
amyelencephalus	disease
"incomplete anencephaly, hemicrania"	disease
maxillofacial abnormalities	disease
acephaly	disease
acquired meningomyelocele	disease
"blood coagulation disorders, inherited"	disease
"deafness, sudden"	disease
"homocystinuria due to deficiency of n(5,10)-methylenetetrahydrofolate reductase activity"	disease
"mthfr deficiency, thermolabile type"	disease
methylenetetrahydrofolate reductase deficiency	disease
myotubular myopathy with abnormal genital development	disease
mitochondrial complex i deficiency	disease
"alzheimer disease, susceptibility to, mitochondrial"	disease
nadh:q(1) oxidoreductase deficiency	disease
leber plus disease	disease
"optic atrophies, hereditary"	disease
leber optic atrophy and dystonia	disease
abetalipoproteinemia	disease
abdominal obesity-metabolic syndrome quantitative trait locus 1	disease
"metabolic syndrome, protection against"	disease
abdominal obesity metabolic syndrome	disease
"methylcobalamin deficiency, cblg type"	disease
"homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cble complementation type"	disease
medullary cystic kidney disease 1	disease
mulibrey nanism	disease
pericardial constriction with growth failure	disease
pena-shokeir syndrome type i	disease
"myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency"	disease
methylmalonic aciduria due to methylmalonyl-coa mutase deficiency	disease
"methylmalonic aciduria, mut(0) type"	disease
"methylmalonic aciduria, mut(-) type"	disease
"colorectal adenomatous polyposis, autosomal recessive"	disease
"porokeratosis 7, multiple types"	disease
deficiency of mevalonate kinase	disease
hyperimmunoglobulinemia d	disease
porokeratosis of mibelli	disease
"porokeratosis, disseminated superficial actinic, 1"	disease
mevalonic aciduria	disease
angiocentric glioma	disease
"arthrogryposis, distal, type 1"	disease
digitotalar dysmorphism	disease
lethal congenital contractural syndrome 3	disease
"arthrogryposis, distal, type 1b"	disease
lethal congenital contracture syndrome 4	disease
obstructive asymmetric septal hypertrophy	disease
familial hypertrophic cardiomyopathy type 4	disease
"cardiomyopathy, familial hypertrophic, 4, susceptibility to"	disease
left ventricular noncompaction 10	disease
"cardiomyopathy, dilated, 1mm"	disease
merkel cell carcinoma	disease
"polycystic kidney, autosomal dominant"	disease
neuroectodermal tumors	disease
"polycystic kidney, type 1 autosomal dominant disease"	disease
"polycystic kidney disease, type 2"	disease
familial retinoblastoma	disease
oculodigitoesophagoduodenal syndrome	disease
waldenstrom macroglobulinemia	disease
myd88 deficiency	disease
familial waldenstrom's macroglobulinaemia	disease
"myopathy, centronuclear, 3"	disease
"inclusion body myopathy 3, autosomal dominant"	disease
freeman-sheldon syndrome	disease
"arthrogryposis, distal, type 2b"	disease
"multiple pterygium syndrome, autosomal dominant"	disease
atrial septal defects	disease
persistent ostium primum	disease
"cardiomyopathy, dilated, 1ee"	disease
"cardiomyopathy, familial hypertrophic, 14"	disease
atrial septal defect 3	disease
"sick sinus syndrome 3, susceptibility to"	disease
ebstein anomaly	disease
welander distal myopathy	disease
tibial muscular dystrophy	disease
"cardiomyopathy, dilated, 1s"	disease
"tibial muscular dystrophy, tardive"	disease
"myopathy, myosin storage (disorder)"	disease
"myopathy, hyaline body, autosomal recessive"	disease
left ventricular noncompaction 5	disease
hecht syndrome (disorder)	disease
carney complex variant	disease
may-hegglin anomaly	disease
epstein syndrome (disorder)	disease
fechtner syndrome (disorder)	disease
nodular fasciitis	disease
macrothrombocytopenia and progressive sensorineural deafness	disease
sebastian syndrome	disease
"deafness, autosomal dominant 17"	disease
cochleosaccular degeneration	disease
"deafness, autosomal dominant nonsyndromic sensorineural 17"	disease
cystic medial necrosis of aorta	disease
"aortic aneurysm, familial thoracic 4"	disease
"cardiomyopathy, familial hypertrophic, 10"	disease
"cardiomyopathy, familial hypertrophic, 8"	disease
"atrial fibrillation, familial, 18"	disease
"aortic aneurysm, familial thoracic 7"	disease
focal segmental glomerulosclerosis 6	disease
"griscelli syndrome, type 3"	disease
"griscelli syndrome, type 1"	disease
elejalde disease	disease
progressive intrahepatic cholestasis (disorder)	disease
microvillus inclusion disease	disease
"deafness, autosomal recessive 37"	disease
"deafness, autosomal dominant nonsyndromic sensorineural 22"	disease
"deafness, autosomal dominant 22, with hypertrophic cardiomyopathy"	disease
usher syndrome	disease
usher syndrome type 2	disease
"usher syndrome, type i"	disease
"usher syndrome, type ii"	disease
"deafness, autosomal dominant 11"	disease
"deafness, autosomal recessive 2"	disease
"usher syndrome, type ib (disorder)"	disease
"usher syndrome, type ia, formerly"	disease
"usher syndrome, type i, french variety, formerly"	disease
"usher syndrome, type 1a"	disease
"usher syndrome, type 1b"	disease
hemangiopericytoma	disease
solitary fibrous tumor	disease
infantile neuroaxonal dystrophy	disease
neuroaxonal dystrophies	disease
adult neuroaxonal dystrophy	disease
juvenile neuroaxonal dystrophy	disease
late infantile neuroaxonal dystrophy	disease
"schindler disease, type ii"	disease
"schindler disease, type i"	disease
"schindler disease, type iii"	disease
"charcot-marie-tooth disease, axonal, type 2v"	disease
nijmegen breakage syndrome	disease
"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type ii"	disease
"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type iii"	disease
prader-willi syndrome	disease
royer syndrome	disease
exudative retinopathy	disease
norrie disease	disease
persistent hyperplastic primary vitreous	disease
"exudative vitreoretinopathy, familial, x-linked recessive"	disease
"retinal nonattachment, nonsyndromic congenital"	disease
"leukoencephalopathy, cystic, without megalencephaly"	disease
nemaline myopathy 2	disease
mitochondrial encephalomyopathies	disease
optic atrophy	disease
"charcot-marie-tooth disease, axonal, type 2cc"	disease
"charcot-marie-tooth disease, demyelinating, type 1f"	disease
"charcot-marie-tooth disease, axonal, type 2e (disorder)"	disease
majewski syndrome	disease
mohr syndrome	disease
saldino-noonan syndrome	disease
short rib-polydactyly syndrome	disease
"oral-facial-digital syndrome, type 2"	disease
retinitis pigmentosa 67	disease
lipomucopolysaccharidosis	disease
type i mucolipidosis	disease
neuraminidase 1 deficiency	disease
"sialidosis, type 2"	disease
sialidase deficiency	disease
"maturity-onset diabetes of the young, type 6 (disorder)"	disease
