node	type
mental retardation and microcephaly with pontine and cerebellar hypoplasia	disease
opitz-kaveggia syndrome	disease
autoimmune lymphoproliferative syndrome, type iia	disease
lymphoma, non-hodgkin, familial	disease
creatine deficiency, x-linked	disease
leukoencephalitis, acute hemorrhagic	disease
sprains and strains	disease
ventricular tachycardia, catecholaminergic polymorphic, 1, with or without atrial dysfunction and/or dilated cardiomyopathy	disease
ventricular tachycardia, catecholaminergic polymorphic, 2	disease
hyperparathyroidism, neonatal severe primary	disease
hypocalciuric hypercalcemia, familial, type 1	disease
acatalasia	disease
cri-du-chat syndrome	disease
opsoclonus-myoclonus syndrome	disease
purpura, hyperglobulinemic	disease
spermatogenic failure 7	disease
lipodystrophy, congenital generalized, type 3	disease
chromosome 3, monosomy 3p25	disease
creatine phosphokinase, elevated serum	disease
long qt syndrome 9	disease
muscular dystrophies, limb-girdle	disease
muscular dystrophy, limb-girdle, type 1c	disease
noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	disease
46, xy sex reversal 5	disease
mental retardation, autosomal recessive 3	disease
coach syndrome	disease
joubert syndrome 9	disease
meckel syndrome, type 6	disease
cerulean cataract	disease
hennekam lymphangiectasia lymphedema syndrome	disease
deafness, autosomal dominant 44	disease
mycobacterium tuberculosis, susceptibility to	disease
eosinophilic esophagitis	disease
cerebral cavernous malformations 2	disease
hemangioma, cavernous, central nervous system	disease
peritoneal neoplasms	disease
von hippel-lindau disease	disease
chagas disease	disease
diabetes mellitus, insulin-dependent, 22	disease
pulmonary valve stenosis	disease
otorhinolaryngologic diseases	disease
cataract, total congenital	disease
neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive	disease
nephropathy with pretibial epidermolysis bullosa and deafness	disease
common variable immunodeficiency	disease
immunodeficiency due to defect in cd3-zeta	disease
methylmalonic aciduria due to transcobalamin receptor defect	disease
actinomycosis	disease
bacillaceae infections	disease
plasmodium falciparum blood infection level	disease
platelet glycoprotein iv deficiency	disease
severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-positive, nk cell-negative	disease
severe combined immunodeficiency, autosomal recessive, t cell-negative, b cell-positive, nk cell-positive	disease
immunodeficiency with hyper-igm, type 3	disease
immunodeficiency with hyper-igm, type 1	disease
measles	disease
cd59 deficiency	disease
dermatitis, perioral	disease
agammaglobulinemia 6, autosomal recessive	disease
radiodermatitis	disease
cd8 deficiency, familial	disease
c syndrome	disease
anemia, dyserythropoietic, congenital	disease
corneal dystrophy, thiel-behnke type	disease
meier-gorlin syndrome	disease
prostate cancer, familial	disease
mental retardation, autosomal dominant 3	disease
usher syndrome, type 1d	disease
ectodermal dysplasia, ectrodactyly, and macular dystrophy	disease
juvenile macular degeneration and hypotrichosis	disease
cone-rod dystrophy 15	disease
melanoma, cutaneous malignant, susceptibility to, 3	disease
microcephaly 3, primary, autosomal recessive	disease
epileptic encephalopathy, early infantile, 2	disease
rett syndrome	disease
multiple endocrine neoplasia, type iv	disease
beckwith-wiedemann syndrome	disease
li-fraumeni syndrome	disease
melanoma astrocytoma syndrome	disease
melanoma, cutaneous malignant, susceptibility to, 2	disease
melanoma-pancreatic cancer syndrome	disease
vulvar lichen sclerosus	disease
hypotrichosis 2	disease
specific granule deficiency	disease
maturity-onset diabetes of the young, type 8, with exocrine dysfunction	disease
exocrine pancreatic insufficiency	disease
microcephaly 6, primary, autosomal recessive	disease
seckel syndrome 4	disease
microcephaly 4, primary, autosomal recessive	disease
joubert syndrome 5	disease
leber congenital amaurosis 10	disease
meckel syndrome, type 4	disease
senior-loken syndrome 6	disease
retinitis pigmentosa 26	disease
coproporphyria	disease
hyperalphalipoproteinemia 1	disease
conotruncal heart malformations	disease
heterotaxy, visceral, 2, autosomal	disease
basal laminar drusen	disease
complement factor h deficiency	disease
macular degeneration, age-related, 4	disease
complement factor i deficiency	disease
nemaline myopathy 7	disease
lymphoma, extranodal nk-t-cell	disease
cystic fibrosis, modifier of, 1	disease
properdin deficiency, x-linked	disease
bronchiectasis with or without elevated sweat chloride 1	disease
congenital bilateral aplasia of vas deferens	disease
hereditary pancreatitis	disease
congenital myasthenic syndrome with episodic apnea	disease
charge association--coloboma, heart anomaly, choanal atresia, retardation, genital and ear anomalies	disease
charge syndrome	disease
kallmann syndrome	disease
scoliosis, idiopathic, susceptibility to, 3	disease
asthma-related traits, susceptibility to, 7	disease
choroideremia	disease
frontotemporal dementia, chromosome 3-linked	disease
frontotemporal lobar degeneration	disease
cataract, posterior polar, 3	disease
multiple pterygium syndrome, lethal type	disease
myasthenic syndrome, congenital, fast-channel	disease
myasthenic syndrome, congenital, postsynaptic slow-channel	disease
epilepsy, nocturnal frontal lobe, type 4	disease
epilepsy, frontal lobe	disease
epilepsy, nocturnal frontal lobe, type 1	disease
myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	disease
epilepsy, nocturnal frontal lobe, type 3	disease
multiple pterygium syndrome	disease
ehlers-danlos syndrome, musculocontractural type	disease
joint instability	disease
spondyloepiphyseal dysplasia with congenital joint dislocations	disease
macular dystrophy, corneal type 1	disease
cocoon syndrome	disease
usher syndrome, type ij	disease
bare lymphocyte syndrome 2	disease
north american indian childhood cirrhosis	disease
wolfram syndrome	disease
cervical dystonia, primary	disease
cold-induced sweating syndrome 1	disease
myotonia congenita, autosomal dominant	disease
myotonia congenita, autosomal recessive	disease
epilepsy juvenile absence	disease
dent disease 1	disease
hypophosphatemic rickets, x-linked recessive	disease
low molecular weight proteinuria with hypercalciuria and nephrocalcinosis	disease
nephrolithiasis, x-linked recessive, with renal failure	disease
osteopetrosis,  autosomal recessive 4	disease
bartter syndrome, type 4b	disease
bartter syndrome, type 3	disease
ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis	disease
hypomagnesemia 3, renal	disease
hypomagnesemia 5, renal, with ocular involvement	disease
dengue hemorrhagic fever	disease
candidiasis familial chronic mucocutaneous, autosomal recessive	disease
ceroid lipofuscinosis, neuronal 3, juvenile	disease
ceroid lipofuscinosis, neuronal 5	disease
ceroid lipofuscinosis, neuronal, 6	disease
ceroid lipofuscinosis, neuronal 8	disease
ceroid lipofuscinosis, neuronal 9	disease
usher syndrome, type iiia	disease
familial dilated cardiomyopathy	disease
cardiomyopathy, dilated, 1c	disease
melanoma, cutaneous malignant, susceptibility to, 1	disease
dystrophia myotonica 2	disease
carney complex	disease
homocarnosinosis	disease
achromatopsia 2	disease
achromatopsia 3	disease
jalili syndrome	disease
myopathy, congenital, compton-north	disease
cortical dysplasia-focal epilepsy syndrome	disease
pitt-hopkins syndrome	disease
deafness, autosomal dominant 9	disease
congenital disorder of glycosylation, type 2g	disease
congenital disorder of glycosylation, type iij	disease
congenital disorder of glycosylation, type iii	disease
congenital disorder of glycosylation type 2e	disease
congenital disorder of glycosylation, type iih	disease
metaphyseal chondrodysplasia schmid type	disease
marshall syndrome	disease
stickler syndrome, type 2	disease
deafness, autosomal dominant 13	disease
deafness, autosomal recessive 53	disease
nance sweeney chondrodysplasia	disease
otospondylomegaepiphyseal dysplasia	disease
pierre robin syndrome with fetal chondrodysplasia	disease
stickler syndrome, type 3	disease
epidermolysis bullosa, junctional, non-herlitz type	disease
knobloch syndrome	disease
ehlers-danlos syndrome type 1	disease
ehlers-danlos syndrome, type vii, autosomal dominant	disease
osteogenesis imperfecta	disease
osteogenesis imperfecta, type 2a	disease
osteogenesis imperfecta, type 3	disease
osteogenesis imperfecta, type 4	disease
ehlers-danlos syndrome, cardiac valvular form	disease
achondrogenesis type 2	disease
epiphyseal dysplasia, multiple, with myopia and conductive deafness	disease
hyaloideoretinal degeneration of wagner	disease
kniest dysplasia	disease
legg-calve-perthes disease	disease
osteoarthritis with mild chondrodysplasia	disease
platyspondylic lethal skeletal dysplasia, torrance type	disease
spondyloepiphyseal dysplasia, congenita	disease
spondylometaphyseal dysplasia, kozlowski type	disease
spondyloperipheral dysplasia	disease
stickler syndrome, type 1	disease
stickler syndrome, type i, nonsyndromic ocular	disease
strudwick syndrome	disease
ehlers-danlos syndrome type 3	disease
ehlers danlos syndrome type 4, autosomal dominant	disease
angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps	disease
brain small vessel disease with hemorrhage	disease
familial porencephaly	disease
alport syndrome, recessive type	disease
hematuria, benign familial	disease
nephritis, hereditary	disease
alport syndrome, x-linked	disease
leiomyoma, epithelioid	disease
leiomyomatosis, diffuse, with alport syndrome	disease
ehlers-danlos syndrome type 2	disease
bethlem myopathy	disease
ossification of the posterior longitudinal ligament of the spine	disease
scleroatonic muscular dystrophy	disease
myosclerosis, autosomal recessive	disease
epidermolysis bullosa dystrophica, autosomal recessive	disease
epidermolysis bullosa dystrophica, pasini type	disease
epidermolysis bullosa, pretibial	disease
epidermolysis bullosa pruriginosa	disease
epidermolysis bullosa with congenital localized absence of skin and deformity of nails	disease
nail disorder, nonsyndromic congenital, 8	disease
transient bullous dermolysis of the newborn	disease
corneal dystrophy, fuchs&apos; endothelial, 1	disease
corneal dystrophy, posterior polymorphous, 1	disease
corneal dystrophy, posterior polymorphous, 2	disease
epiphyseal dysplasia, multiple, 2	disease
epiphyseal dysplasia, multiple, 3	disease
carnevale syndrome	disease
malpuech facial clefting syndrome	disease
oculopalatoskeletal syndrome	disease
endplate acetylcholinesterase deficiency	disease
epiphyseal dysplasia, multiple, 1	disease
fairbank disease	disease
pseudoachondroplasia	disease
digeorge syndrome	disease
exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis	disease
mitochondrial complex iv deficiency	disease
pasteurellaceae infections	disease
carboxypeptidase n deficiency	disease
alveolar capillary dysplasia	disease
carbamoyl-phosphate synthase i deficiency disease	disease
carnitine palmitoyl transferase 1a deficiency	disease
carnitine palmitoyltransferase ii deficiency, infantile	disease
carnitine palmitoyltransferase ii deficiency, late-onset	disease
carnitine palmitoyltransferase ii deficiency, lethal neonatal	disease
leber congenital amaurosis	disease
pigmented paravenous chorioretinal atrophy	disease
retinal telangiectasis	disease
retinitis pigmentosa 12	disease
mental retardation, autosomal recessive 2	disease
histiocytoma, angiomatoid fibrous	disease
rubinstein-taybi syndrome	disease
atrioventricular septal defect, partial, with heterotaxy syndrome	disease
